vehicle_id,timestamp,engine_temp_c,oil_pressure_psi,vibration_hz,rpm,failure_label
MH-12-AB-1001,2025-11-17 18:00:18.106021,84.31,39.65,16.12,1604,0
MH-12-AB-1001,2025-11-17 19:00:18.106021,86.95,41.14,16.29,3011,0
MH-12-AB-1001,2025-11-17 20:00:18.106021,83.88,39.96,15.75,2115,0
MH-12-AB-1001,2025-11-17 21:00:18.106021,86.52,39.97,15.02,2192,0
MH-12-AB-1001,2025-11-17 22:00:18.106021,86.76,41.57,12.78,2896,0
MH-12-AB-1001,2025-11-17 23:00:18.106021,82.84,40.38,12.12,2647,0
MH-12-AB-1001,2025-11-18 00:00:18.106021,81.43,40.36,12.86,2511,0
MH-12-AB-1001,2025-11-18 01:00:18.106021,85.12,40.42,17.58,2577,0
MH-12-AB-1001,2025-11-18 02:00:18.106021,84.1,39.5,12.5,1831,0
MH-12-AB-1001,2025-11-18 03:00:18.106021,83.88,40.86,14.96,1903,0
MH-12-AB-1001,2025-11-18 04:00:18.106021,84.36,38.73,10.58,2814,0
MH-12-AB-1001,2025-11-18 05:00:18.106021,84.26,39.68,17.34,1188,0
MH-12-AB-1001,2025-11-18 06:00:18.106021,84.85,37.97,12.69,2933,0
MH-12-AB-1001,2025-11-18 07:00:18.106021,85.5,38.77,15.95,2188,0
MH-12-AB-1001,2025-11-18 08:00:18.106021,85.49,38.38,13.47,2444,0
MH-12-AB-1001,2025-11-18 09:00:18.106021,86.86,40.3,14.42,2621,0
MH-12-AB-1001,2025-11-18 10:00:18.106021,86.02,40.51,13.28,1993,0
MH-12-AB-1001,2025-11-18 11:00:18.106021,83.47,40.91,18.41,3005,0
MH-12-AB-1001,2025-11-18 12:00:18.106021,86.14,42.72,14.03,3563,0
MH-12-AB-1001,2025-11-18 13:00:18.106021,81.86,40.76,16.37,2817,0
MH-12-AB-1001,2025-11-18 14:00:18.106021,86.07,40.55,18.45,2661,0
MH-12-AB-1001,2025-11-18 15:00:18.106021,85.95,39.11,13.09,1824,0
MH-12-AB-1001,2025-11-18 16:00:18.106021,84.51,40.11,14.04,3008,0
MH-12-AB-1001,2025-11-18 17:00:18.106021,84.98,37.85,15.38,2007,0
MH-12-AB-1001,2025-11-18 18:00:18.106021,84.75,40.09,15.99,3775,0
MH-12-AB-1001,2025-11-18 19:00:18.106021,83.8,38.63,13.5,2192,0
MH-12-AB-1001,2025-11-18 20:00:18.106021,83.25,40.79,16.07,2762,0
MH-12-AB-1001,2025-11-18 21:00:18.106021,84.44,40.73,13.78,2398,0
MH-12-AB-1001,2025-11-18 22:00:18.106021,84.98,38.44,13.74,2615,0
MH-12-AB-1001,2025-11-18 23:00:18.106021,87.43,39.64,15.76,2532,0
MH-12-AB-1001,2025-11-19 00:00:18.106021,85.49,40.16,15.69,2490,0
MH-12-AB-1001,2025-11-19 01:00:18.106021,85.98,39.83,17.02,2526,0
MH-12-AB-1001,2025-11-19 02:00:18.106021,84.36,40.66,13.91,2443,0
MH-12-AB-1001,2025-11-19 03:00:18.106021,83.39,39.96,13.96,2143,0
MH-12-AB-1001,2025-11-19 04:00:18.106021,83.44,40.92,14.36,3022,0
MH-12-AB-1001,2025-11-19 05:00:18.106021,85.54,39.8,16.86,2280,0
MH-12-AB-1001,2025-11-19 06:00:18.106021,81.94,39.68,12.08,3134,0
MH-12-AB-1001,2025-11-19 07:00:18.106021,85.98,39.62,13.6,2344,0
MH-12-AB-1001,2025-11-19 08:00:18.106021,85.26,39.81,14.09,2857,0
MH-12-AB-1001,2025-11-19 09:00:18.106021,84.02,39.49,16.61,3105,0
MH-12-AB-1001,2025-11-19 10:00:18.106021,84.65,39.89,13.18,2082,0
MH-12-AB-1001,2025-11-19 11:00:18.106021,88.96,38.15,18.13,2840,0
MH-12-AB-1001,2025-11-19 12:00:18.106021,83.59,40.22,17.92,2824,0
MH-12-AB-1001,2025-11-19 13:00:18.106021,85.79,40.23,15.71,2728,0
MH-12-AB-1001,2025-11-19 14:00:18.106021,83.4,39.53,13.02,1851,0
MH-12-AB-1001,2025-11-19 15:00:18.106021,84.24,40.89,12.64,2466,0
MH-12-AB-1001,2025-11-19 16:00:18.106021,82.99,40.37,16.6,2730,0
MH-12-AB-1001,2025-11-19 17:00:18.106021,82.65,40.41,11.19,1703,0
MH-12-AB-1001,2025-11-19 18:00:18.106021,84.12,40.45,17.81,2137,0
MH-12-AB-1001,2025-11-19 19:00:18.106021,86.62,40.6,12.89,2303,0
MH-12-AB-1001,2025-11-19 20:00:18.106021,84.54,41.81,12.04,3497,0
MH-12-AB-1001,2025-11-19 21:00:18.106021,83.31,40.78,15.85,2047,0
MH-12-AB-1001,2025-11-19 22:00:18.106021,84.86,37.74,14.84,2379,0
MH-12-AB-1001,2025-11-19 23:00:18.106021,85.38,40.48,10.88,2884,0
MH-12-AB-1001,2025-11-20 00:00:18.106021,85.84,40.0,13.48,2941,0
MH-12-AB-1001,2025-11-20 01:00:18.106021,84.41,39.57,13.74,1566,0
MH-12-AB-1001,2025-11-20 02:00:18.106021,85.18,41.46,15.35,2443,0
MH-12-AB-1001,2025-11-20 03:00:18.106021,83.44,42.44,13.39,2811,0
MH-12-AB-1001,2025-11-20 04:00:18.106021,84.23,40.29,12.26,2179,0
MH-12-AB-1001,2025-11-20 05:00:18.106021,86.63,41.78,14.3,2257,0
MH-12-AB-1001,2025-11-20 06:00:18.106021,84.45,38.44,11.25,1515,0
MH-12-AB-1001,2025-11-20 07:00:18.106021,85.28,39.83,13.98,3028,0
MH-12-AB-1001,2025-11-20 08:00:18.106021,83.9,41.35,13.65,2382,0
MH-12-AB-1001,2025-11-20 09:00:18.106021,84.63,40.31,15.96,4122,0
MH-12-AB-1001,2025-11-20 10:00:18.106021,86.18,40.31,15.32,2007,0
MH-12-AB-1001,2025-11-20 11:00:18.106021,84.94,39.99,11.3,2502,0
MH-12-AB-1001,2025-11-20 12:00:18.106021,83.66,40.2,14.36,2378,0
MH-12-AB-1001,2025-11-20 13:00:18.106021,83.95,40.77,16.67,2709,0
MH-12-AB-1001,2025-11-20 14:00:18.106021,87.58,40.78,16.19,2196,0
MH-12-AB-1001,2025-11-20 15:00:18.106021,86.95,40.72,17.27,2038,0
MH-12-AB-1001,2025-11-20 16:00:18.106021,83.91,38.18,15.15,1646,0
MH-12-AB-1001,2025-11-20 17:00:18.106021,83.34,39.01,13.22,1556,0
MH-12-AB-1001,2025-11-20 18:00:18.106021,84.91,40.52,16.16,2649,0
MH-12-AB-1001,2025-11-20 19:00:18.106021,84.57,39.92,18.3,2407,0
MH-12-AB-1001,2025-11-20 20:00:18.106021,85.4,37.6,16.64,2761,0
MH-12-AB-1001,2025-11-20 21:00:18.106021,88.48,39.25,13.41,2797,0
MH-12-AB-1001,2025-11-20 22:00:18.106021,85.13,40.74,17.13,3310,0
MH-12-AB-1001,2025-11-20 23:00:18.106021,84.64,39.74,13.5,2649,0
MH-12-AB-1001,2025-11-21 00:00:18.106021,86.24,39.32,16.1,2741,0
MH-12-AB-1001,2025-11-21 01:00:18.106021,85.89,39.96,14.8,2910,0
MH-12-AB-1001,2025-11-21 02:00:18.106021,87.0,38.83,13.99,1729,0
MH-12-AB-1001,2025-11-21 03:00:18.106021,85.42,41.14,12.86,2334,0
MH-12-AB-1001,2025-11-21 04:00:18.106021,85.51,39.27,16.52,2580,0
MH-12-AB-1001,2025-11-21 05:00:18.106021,85.62,38.14,18.81,3417,0
MH-12-AB-1001,2025-11-21 06:00:18.106021,83.86,38.93,15.91,2345,0
MH-12-AB-1001,2025-11-21 07:00:18.106021,86.66,39.2,16.6,1821,0
MH-12-AB-1001,2025-11-21 08:00:18.106021,86.52,39.23,17.08,1773,0
MH-12-AB-1001,2025-11-21 09:00:18.106021,87.39,39.04,11.47,2769,0
MH-12-AB-1001,2025-11-21 10:00:18.106021,84.04,40.25,14.67,2152,0
MH-12-AB-1001,2025-11-21 11:00:18.106021,84.75,42.2,13.32,1834,0
MH-12-AB-1001,2025-11-21 12:00:18.106021,87.09,39.93,13.34,1918,0
MH-12-AB-1001,2025-11-21 13:00:18.106021,86.81,39.45,12.11,2098,0
MH-12-AB-1001,2025-11-21 14:00:18.106021,85.3,40.36,16.73,2687,0
MH-12-AB-1001,2025-11-21 15:00:18.106021,86.02,39.46,14.87,2517,0
MH-12-AB-1001,2025-11-21 16:00:18.106021,85.06,39.74,17.86,2879,0
MH-12-AB-1001,2025-11-21 17:00:18.106021,84.05,39.41,17.65,2497,0
MH-12-AB-1001,2025-11-21 18:00:18.106021,85.93,40.41,12.36,3332,0
MH-12-AB-1001,2025-11-21 19:00:18.106021,83.54,40.49,13.65,2101,0
MH-12-AB-1001,2025-11-21 20:00:18.106021,85.04,41.07,15.56,3292,0
MH-12-AB-1001,2025-11-21 21:00:18.106021,85.86,40.47,15.69,1812,0
MH-12-AB-1001,2025-11-21 22:00:18.106021,86.27,39.9,15.25,2926,0
MH-12-AB-1001,2025-11-21 23:00:18.106021,84.37,39.5,16.82,2279,0
MH-12-AB-1001,2025-11-22 00:00:18.106021,84.12,40.09,13.88,2240,0
MH-12-AB-1001,2025-11-22 01:00:18.106021,88.0,40.66,15.34,1309,0
MH-12-AB-1001,2025-11-22 02:00:18.106021,86.16,39.26,14.69,2351,0
MH-12-AB-1001,2025-11-22 03:00:18.106021,81.19,39.38,14.46,2369,0
MH-12-AB-1001,2025-11-22 04:00:18.106021,84.38,41.06,12.18,2376,0
MH-12-AB-1001,2025-11-22 05:00:18.106021,83.31,41.99,10.01,2417,0
MH-12-AB-1001,2025-11-22 06:00:18.106021,84.15,39.57,15.1,2720,0
MH-12-AB-1001,2025-11-22 07:00:18.106021,86.9,39.5,14.37,2431,0
MH-12-AB-1001,2025-11-22 08:00:18.106021,86.61,38.9,15.73,2810,0
MH-12-AB-1001,2025-11-22 09:00:18.106021,84.51,40.05,15.98,2355,0
MH-12-AB-1001,2025-11-22 10:00:18.106021,84.94,39.57,16.62,1212,0
MH-12-AB-1001,2025-11-22 11:00:18.106021,84.3,39.38,15.05,2241,0
MH-12-AB-1001,2025-11-22 12:00:18.106021,86.16,39.68,15.01,2320,0
MH-12-AB-1001,2025-11-22 13:00:18.106021,84.08,40.51,16.29,1579,0
MH-12-AB-1001,2025-11-22 14:00:18.106021,86.28,40.11,17.73,2694,0
MH-12-AB-1001,2025-11-22 15:00:18.106021,83.94,41.46,12.63,2819,0
MH-12-AB-1001,2025-11-22 16:00:18.106021,86.73,41.05,15.9,2832,0
MH-12-AB-1001,2025-11-22 17:00:18.106021,87.31,41.34,14.87,2667,0
MH-12-AB-1001,2025-11-22 18:00:18.106021,84.72,38.63,12.8,2518,0
MH-12-AB-1001,2025-11-22 19:00:18.106021,82.33,38.18,14.93,2037,0
MH-12-AB-1001,2025-11-22 20:00:18.106021,85.69,40.31,16.12,2085,0
MH-12-AB-1001,2025-11-22 21:00:18.106021,87.67,41.36,18.15,2271,0
MH-12-AB-1001,2025-11-22 22:00:18.106021,86.41,38.72,11.91,3103,0
MH-12-AB-1001,2025-11-22 23:00:18.106021,85.52,41.27,14.99,2465,0
MH-12-AB-1001,2025-11-23 00:00:18.106021,83.93,38.72,18.54,1960,0
MH-12-AB-1001,2025-11-23 01:00:18.106021,87.02,40.61,14.44,1560,0
MH-12-AB-1001,2025-11-23 02:00:18.106021,86.69,41.42,14.07,2439,0
MH-12-AB-1001,2025-11-23 03:00:18.106021,86.34,40.98,14.48,2449,0
MH-12-AB-1001,2025-11-23 04:00:18.106021,85.05,39.91,15.42,2797,0
MH-12-AB-1001,2025-11-23 05:00:18.106021,84.96,37.42,16.06,2271,0
MH-12-AB-1001,2025-11-23 06:00:18.106021,85.24,41.55,15.18,2276,0
MH-12-AB-1001,2025-11-23 07:00:18.106021,84.34,39.73,16.27,2188,0
MH-12-AB-1001,2025-11-23 08:00:18.106021,84.09,38.55,14.45,2859,0
MH-12-AB-1001,2025-11-23 09:00:18.106021,85.36,38.09,15.18,3262,0
MH-12-AB-1001,2025-11-23 10:00:18.106021,84.8,38.53,15.88,2254,0
MH-12-AB-1001,2025-11-23 11:00:18.106021,85.06,40.51,14.82,2837,0
MH-12-AB-1001,2025-11-23 12:00:18.106021,86.7,40.31,16.18,2253,0
MH-12-AB-1001,2025-11-23 13:00:18.106021,85.87,42.35,17.65,1500,0
MH-12-AB-1001,2025-11-23 14:00:18.106021,83.62,40.67,16.0,1515,0
MH-12-AB-1001,2025-11-23 15:00:18.106021,81.89,38.5,17.71,2553,0
MH-12-AB-1001,2025-11-23 16:00:18.106021,86.37,41.97,14.08,2962,0
MH-12-AB-1001,2025-11-23 17:00:18.106021,84.97,40.46,19.5,3235,0
MH-12-AB-1001,2025-11-23 18:00:18.106021,85.82,41.45,13.49,3305,0
MH-12-AB-1001,2025-11-23 19:00:18.106021,82.96,41.84,13.24,3171,0
MH-12-AB-1001,2025-11-23 20:00:18.106021,84.95,38.25,15.8,2015,0
MH-12-AB-1001,2025-11-23 21:00:18.106021,84.66,40.46,17.37,2358,0
MH-12-AB-1001,2025-11-23 22:00:18.106021,86.17,39.45,14.07,2009,0
MH-12-AB-1001,2025-11-23 23:00:18.106021,85.75,39.8,13.78,2811,0
MH-12-AB-1001,2025-11-24 00:00:18.106021,85.23,37.48,14.26,3227,0
MH-12-AB-1001,2025-11-24 01:00:18.106021,83.24,38.29,12.09,2163,0
MH-12-AB-1001,2025-11-24 02:00:18.106021,83.32,39.0,16.69,2276,0
MH-12-AB-1001,2025-11-24 03:00:18.106021,86.82,40.6,13.14,2136,0
MH-12-AB-1001,2025-11-24 04:00:18.106021,84.17,40.44,17.37,3123,0
MH-12-AB-1001,2025-11-24 05:00:18.106021,88.48,39.34,14.52,1743,0
MH-12-AB-1001,2025-11-24 06:00:18.106021,84.77,40.53,17.03,2968,0
MH-12-AB-1001,2025-11-24 07:00:18.106021,83.67,39.58,17.67,2084,0
MH-12-AB-1001,2025-11-24 08:00:18.106021,84.96,40.59,18.09,1786,0
MH-12-AB-1001,2025-11-24 09:00:18.106021,85.77,38.59,13.75,2364,0
MH-12-AB-1001,2025-11-24 10:00:18.106021,84.85,40.54,14.25,2428,0
MH-12-AB-1001,2025-11-24 11:00:18.106021,84.89,38.92,11.76,2271,0
MH-12-AB-1001,2025-11-24 12:00:18.106021,84.65,41.12,14.96,1435,0
MH-12-AB-1001,2025-11-24 13:00:18.106021,86.4,39.68,17.1,2362,0
MH-12-AB-1001,2025-11-24 14:00:18.106021,83.83,39.93,14.15,2744,0
MH-12-AB-1001,2025-11-24 15:00:18.106021,84.62,40.69,14.41,2243,0
MH-12-AB-1001,2025-11-24 16:00:18.106021,85.96,38.3,17.07,2775,0
MH-12-AB-1001,2025-11-24 17:00:18.106021,87.76,39.92,17.86,2677,0
MH-12-AB-1001,2025-11-24 18:00:18.106021,86.58,41.57,14.67,3808,0
MH-12-AB-1001,2025-11-24 19:00:18.106021,87.49,39.78,14.58,2303,0
MH-12-AB-1001,2025-11-24 20:00:18.106021,85.13,38.99,14.24,1661,0
MH-12-AB-1001,2025-11-24 21:00:18.106021,82.31,38.12,18.96,2777,0
MH-12-AB-1001,2025-11-24 22:00:18.106021,87.41,39.04,18.8,1680,0
MH-12-AB-1001,2025-11-24 23:00:18.106021,85.3,40.59,14.36,2726,0
MH-12-AB-1001,2025-11-25 00:00:18.106021,86.65,39.14,15.16,2603,0
MH-12-AB-1001,2025-11-25 01:00:18.106021,84.94,40.17,13.29,2538,0
MH-12-AB-1001,2025-11-25 02:00:18.106021,86.37,40.85,15.08,1822,0
MH-12-AB-1001,2025-11-25 03:00:18.106021,83.99,38.91,12.66,2314,0
MH-12-AB-1001,2025-11-25 04:00:18.106021,81.9,39.89,14.68,2106,0
MH-12-AB-1001,2025-11-25 05:00:18.106021,84.99,38.96,14.49,2416,0
MH-12-AB-1001,2025-11-25 06:00:18.106021,86.38,38.82,16.8,3536,0
MH-12-AB-1001,2025-11-25 07:00:18.106021,85.21,41.67,15.56,2270,0
MH-12-AB-1001,2025-11-25 08:00:18.106021,84.86,38.73,14.0,2387,0
MH-12-AB-1001,2025-11-25 09:00:18.106021,84.99,42.4,17.23,1741,0
MH-12-AB-1001,2025-11-25 10:00:18.106021,82.75,41.11,11.76,2242,0
MH-12-AB-1001,2025-11-25 11:00:18.106021,84.13,39.74,14.78,1935,0
MH-12-AB-1001,2025-11-25 12:00:18.106021,84.14,39.83,15.69,2798,0
MH-12-AB-1001,2025-11-25 13:00:18.106021,85.39,40.37,15.77,2548,0
MH-12-AB-1001,2025-11-25 14:00:18.106021,86.8,41.98,13.37,3006,0
MH-12-AB-1001,2025-11-25 15:00:18.106021,86.15,40.33,10.75,2528,0
MH-12-AB-1001,2025-11-25 16:00:18.106021,84.11,38.59,20.04,2521,0
MH-12-AB-1001,2025-11-25 17:00:18.106021,83.89,40.25,16.52,2806,0
MH-12-AB-1001,2025-11-25 18:00:18.106021,82.48,40.97,14.6,3054,0
MH-12-AB-1001,2025-11-25 19:00:18.106021,85.34,39.92,14.38,3061,0
MH-12-AB-1001,2025-11-25 20:00:18.106021,84.47,39.92,16.24,3006,0
MH-12-AB-1001,2025-11-25 21:00:18.106021,88.03,38.75,13.84,2417,0
MH-12-AB-1001,2025-11-25 22:00:18.106021,86.78,40.15,19.58,2018,0
MH-12-AB-1001,2025-11-25 23:00:18.106021,85.59,40.13,17.91,2768,0
MH-12-AB-1001,2025-11-26 00:00:18.106021,85.03,38.72,20.06,2177,0
MH-12-AB-1001,2025-11-26 01:00:18.106021,85.83,40.43,12.34,2622,0
MH-12-AB-1001,2025-11-26 02:00:18.106021,84.14,40.16,14.63,2105,0
MH-12-AB-1001,2025-11-26 03:00:18.106021,84.85,38.67,16.0,1997,0
MH-12-AB-1001,2025-11-26 04:00:18.106021,85.3,40.63,14.99,2698,0
MH-12-AB-1001,2025-11-26 05:00:18.106021,86.22,38.66,18.86,3364,0
MH-12-AB-1001,2025-11-26 06:00:18.106021,88.35,39.16,13.13,2892,0
MH-12-AB-1001,2025-11-26 07:00:18.106021,84.91,40.25,13.76,3125,0
MH-12-AB-1001,2025-11-26 08:00:18.106021,82.17,39.76,15.76,2510,0
MH-12-AB-1001,2025-11-26 09:00:18.106021,84.22,40.21,14.42,1436,0
MH-12-AB-1001,2025-11-26 10:00:18.106021,84.13,39.96,15.08,2549,0
MH-12-AB-1001,2025-11-26 11:00:18.106021,88.51,40.35,14.08,3051,0
MH-12-AB-1001,2025-11-26 12:00:18.106021,83.28,38.83,17.36,2059,0
MH-12-AB-1001,2025-11-26 13:00:18.106021,85.32,40.02,13.11,3677,0
MH-12-AB-1001,2025-11-26 14:00:18.106021,84.31,39.06,15.47,1942,0
MH-12-AB-1001,2025-11-26 15:00:18.106021,85.21,38.64,16.44,3370,0
MH-12-AB-1001,2025-11-26 16:00:18.106021,85.41,40.45,13.4,1988,0
MH-12-AB-1001,2025-11-26 17:00:18.106021,85.96,40.47,14.72,2393,0
MH-12-AB-1001,2025-11-26 18:00:18.106021,84.9,40.66,12.73,1781,0
MH-12-AB-1001,2025-11-26 19:00:18.106021,85.37,40.27,17.56,1674,0
MH-12-AB-1001,2025-11-26 20:00:18.106021,84.01,41.42,17.02,2120,0
MH-12-AB-1001,2025-11-26 21:00:18.106021,86.85,39.8,14.68,2548,0
MH-12-AB-1001,2025-11-26 22:00:18.106021,84.97,40.28,16.07,2689,0
MH-12-AB-1001,2025-11-26 23:00:18.106021,84.21,39.02,16.65,2655,0
MH-12-AB-1001,2025-11-27 00:00:18.106021,86.8,41.63,15.86,3572,0
MH-12-AB-1001,2025-11-27 01:00:18.106021,83.48,40.42,15.4,1341,0
MH-12-AB-1001,2025-11-27 02:00:18.106021,85.29,40.59,14.03,2215,0
MH-12-AB-1001,2025-11-27 03:00:18.106021,85.88,42.4,18.45,2406,0
MH-12-AB-1001,2025-11-27 04:00:18.106021,85.91,41.6,13.41,2048,0
MH-12-AB-1001,2025-11-27 05:00:18.106021,83.5,40.04,14.4,2750,0
MH-12-AB-1001,2025-11-27 06:00:18.106021,86.88,39.81,17.07,2741,0
MH-12-AB-1001,2025-11-27 07:00:18.106021,85.78,40.27,12.56,2700,0
MH-12-AB-1001,2025-11-27 08:00:18.106021,84.44,39.89,10.31,3087,0
MH-12-AB-1001,2025-11-27 09:00:18.106021,85.84,40.63,16.71,2725,0
MH-12-AB-1001,2025-11-27 10:00:18.106021,83.2,41.75,14.05,2860,0
MH-12-AB-1001,2025-11-27 11:00:18.106021,83.72,39.58,12.36,2141,0
MH-12-AB-1001,2025-11-27 12:00:18.106021,85.22,39.38,14.28,2482,0
MH-12-AB-1001,2025-11-27 13:00:18.106021,85.77,38.87,13.58,1717,0
MH-12-AB-1001,2025-11-27 14:00:18.106021,84.56,40.2,16.0,2640,0
MH-12-AB-1001,2025-11-27 15:00:18.106021,85.55,40.39,16.07,1666,0
MH-12-AB-1001,2025-11-27 16:00:18.106021,85.55,39.04,13.89,2594,0
MH-12-AB-1001,2025-11-27 17:00:18.106021,84.67,42.32,13.02,2019,0
MH-12-AB-1001,2025-11-27 18:00:18.106021,81.69,41.48,16.5,3139,0
MH-12-AB-1001,2025-11-27 19:00:18.106021,85.7,40.28,14.1,2558,0
MH-12-AB-1001,2025-11-27 20:00:18.106021,84.64,40.1,16.08,2344,0
MH-12-AB-1001,2025-11-27 21:00:18.106021,85.47,41.17,17.12,3493,0
MH-12-AB-1001,2025-11-27 22:00:18.106021,87.17,40.67,12.97,2076,0
MH-12-AB-1001,2025-11-27 23:00:18.106021,85.49,41.18,13.62,1903,0
MH-12-AB-1001,2025-11-28 00:00:18.106021,87.83,38.61,14.44,3501,0
MH-12-AB-1001,2025-11-28 01:00:18.106021,87.23,40.06,12.77,1363,0
MH-12-AB-1001,2025-11-28 02:00:18.106021,84.9,40.2,11.97,2635,0
MH-12-AB-1001,2025-11-28 03:00:18.106021,83.7,39.68,16.9,1823,0
MH-12-AB-1001,2025-11-28 04:00:18.106021,86.36,39.4,17.55,3136,0
MH-12-AB-1001,2025-11-28 05:00:18.106021,84.0,39.61,14.1,3469,0
MH-12-AB-1001,2025-11-28 06:00:18.106021,84.2,39.02,18.87,1754,0
MH-12-AB-1001,2025-11-28 07:00:18.106021,84.18,40.75,14.78,3460,0
MH-12-AB-1001,2025-11-28 08:00:18.106021,83.06,39.28,15.72,1853,0
MH-12-AB-1001,2025-11-28 09:00:18.106021,83.93,41.4,14.44,1631,0
MH-12-AB-1001,2025-11-28 10:00:18.106021,84.78,39.14,15.08,2523,0
MH-12-AB-1001,2025-11-28 11:00:18.106021,84.87,39.97,15.97,2189,0
MH-12-AB-1001,2025-11-28 12:00:18.106021,83.34,37.6,17.88,3357,0
MH-12-AB-1001,2025-11-28 13:00:18.106021,86.18,39.73,16.55,2382,0
MH-12-AB-1001,2025-11-28 14:00:18.106021,86.16,41.78,14.97,2971,0
MH-12-AB-1001,2025-11-28 15:00:18.106021,85.11,39.88,16.6,2667,0
MH-12-AB-1001,2025-11-28 16:00:18.106021,84.74,39.65,12.55,2890,0
MH-12-AB-1001,2025-11-28 17:00:18.106021,84.64,40.5,14.35,2208,0
MH-12-AB-1001,2025-11-28 18:00:18.106021,82.64,41.33,11.74,2575,0
MH-12-AB-1001,2025-11-28 19:00:18.106021,83.58,38.22,12.89,2164,0
MH-12-AB-1001,2025-11-28 20:00:18.106021,83.99,39.88,14.46,1865,0
MH-12-AB-1001,2025-11-28 21:00:18.106021,82.96,39.72,18.11,3328,0
MH-12-AB-1001,2025-11-28 22:00:18.106021,85.22,38.16,11.68,1944,0
MH-12-AB-1001,2025-11-28 23:00:18.106021,85.32,40.03,15.17,2116,0
MH-12-AB-1001,2025-11-29 00:00:18.106021,83.19,39.52,16.29,3604,0
MH-12-AB-1001,2025-11-29 01:00:18.106021,83.65,37.74,18.68,2843,0
MH-12-AB-1001,2025-11-29 02:00:18.106021,86.8,38.91,14.91,2466,0
MH-12-AB-1001,2025-11-29 03:00:18.106021,86.72,40.52,17.64,2062,0
MH-12-AB-1001,2025-11-29 04:00:18.106021,83.6,41.11,15.54,2872,0
MH-12-AB-1001,2025-11-29 05:00:18.106021,81.67,39.66,16.84,2291,0
MH-12-AB-1001,2025-11-29 06:00:18.106021,83.33,40.15,14.99,2760,0
MH-12-AB-1001,2025-11-29 07:00:18.106021,83.08,37.74,14.83,1959,0
MH-12-AB-1001,2025-11-29 08:00:18.106021,86.05,39.96,14.68,2148,0
MH-12-AB-1001,2025-11-29 09:00:18.106021,83.73,38.31,14.78,2892,0
MH-12-AB-1001,2025-11-29 10:00:18.106021,85.2,40.41,13.49,2934,0
MH-12-AB-1001,2025-11-29 11:00:18.106021,85.89,39.85,17.26,3142,0
MH-12-AB-1001,2025-11-29 12:00:18.106021,85.88,39.51,15.0,2737,0
MH-12-AB-1001,2025-11-29 13:00:18.106021,85.41,38.51,15.53,2979,0
MH-12-AB-1001,2025-11-29 14:00:18.106021,85.25,39.33,13.8,3016,0
MH-12-AB-1001,2025-11-29 15:00:18.106021,85.92,41.62,13.43,2831,0
MH-12-AB-1001,2025-11-29 16:00:18.106021,87.34,40.13,18.06,2494,0
MH-12-AB-1001,2025-11-29 17:00:18.106021,86.9,38.45,17.78,2165,0
MH-12-AB-1001,2025-11-29 18:00:18.106021,87.46,38.98,14.93,2313,0
MH-12-AB-1001,2025-11-29 19:00:18.106021,85.83,39.93,13.77,2152,0
MH-12-AB-1001,2025-11-29 20:00:18.106021,86.88,40.59,13.23,2690,0
MH-12-AB-1001,2025-11-29 21:00:18.106021,84.78,38.55,16.5,3215,0
MH-12-AB-1001,2025-11-29 22:00:18.106021,87.17,39.2,14.22,2964,0
MH-12-AB-1001,2025-11-29 23:00:18.106021,85.18,39.34,14.37,3025,0
MH-12-AB-1001,2025-11-30 00:00:18.106021,86.16,38.78,15.82,2489,0
MH-12-AB-1001,2025-11-30 01:00:18.106021,81.49,40.47,12.91,2629,0
MH-12-AB-1001,2025-11-30 02:00:18.106021,84.17,41.07,14.6,1713,0
MH-12-AB-1001,2025-11-30 03:00:18.106021,85.07,39.18,14.51,2360,0
MH-12-AB-1001,2025-11-30 04:00:18.106021,83.58,41.11,16.03,2445,0
MH-12-AB-1001,2025-11-30 05:00:18.106021,84.18,40.79,18.24,2602,0
MH-12-AB-1001,2025-11-30 06:00:18.106021,84.9,38.83,14.97,3314,0
MH-12-AB-1001,2025-11-30 07:00:18.106021,83.95,41.07,14.96,1857,0
MH-12-AB-1001,2025-11-30 08:00:18.106021,86.64,41.85,13.02,2712,0
MH-12-AB-1001,2025-11-30 09:00:18.106021,83.4,39.41,16.51,2284,0
MH-12-AB-1001,2025-11-30 10:00:18.106021,84.07,35.86,16.79,1939,0
MH-12-AB-1001,2025-11-30 11:00:18.106021,86.74,39.31,13.24,2185,0
MH-12-AB-1001,2025-11-30 12:00:18.106021,83.02,41.03,14.82,2630,0
MH-12-AB-1001,2025-11-30 13:00:18.106021,84.84,41.33,14.55,3176,0
MH-12-AB-1001,2025-11-30 14:00:18.106021,84.44,40.82,9.53,2120,0
MH-12-AB-1001,2025-11-30 15:00:18.106021,84.37,41.29,13.89,2624,0
MH-12-AB-1001,2025-11-30 16:00:18.106021,84.52,38.85,16.31,2266,0
MH-12-AB-1001,2025-11-30 17:00:18.106021,86.55,39.15,16.43,1598,0
MH-12-AB-1001,2025-11-30 18:00:18.106021,85.18,38.92,15.34,3093,0
MH-12-AB-1001,2025-11-30 19:00:18.106021,85.01,40.69,16.41,2400,0
MH-12-AB-1001,2025-11-30 20:00:18.106021,86.06,40.32,15.67,1972,0
MH-12-AB-1001,2025-11-30 21:00:18.106021,84.59,40.36,15.75,2672,0
MH-12-AB-1001,2025-11-30 22:00:18.106021,83.08,40.47,13.07,3623,0
